,case,event,startTime,completeTime,AMOUNT_REQ,REG_DATE,org:resource
56,173694,W_Completeren aanvraag,2011/10/03 11:12:02.445,2011/10/03 11:21:22.417,7000,2011/10/01 08:10:30.287,10912
57,173694,W_Completeren aanvraag,2011/10/03 13:21:06.626,2011/10/03 13:32:43.313,7000,2011/10/01 08:10:30.287,11201
58,173694,W_Completeren aanvraag,2011/10/03 13:32:52.818,2011/10/03 13:40:17.062,7000,2011/10/01 08:10:30.287,11201
59,173694,A_ACCEPTED,2011/10/03 13:34:25.421,2011/10/03 13:34:25.421,7000,2011/10/01 08:10:30.287,11201
60,173694,A_FINALIZED,2011/10/03 13:40:14.632,2011/10/03 13:40:14.632,7000,2011/10/01 08:10:30.287,11201
61,173694,O_SELECTED,2011/10/03 13:40:14.632,2011/10/03 13:40:14.632,7000,2011/10/01 08:10:30.287,11201
62,173694,O_CREATED,2011/10/03 13:40:15.605,2011/10/03 13:40:15.605,7000,2011/10/01 08:10:30.287,11201
63,173694,O_SENT,2011/10/03 13:40:15.651,2011/10/03 13:40:15.651,7000,2011/10/01 08:10:30.287,11201
64,173694,O_SENT,2011/10/03 13:40:15.651,2011/10/03 13:40:15.651,7000,2011/10/01 08:10:30.287,11201
65,173694,W_Nabellen offertes,2011/10/03 13:40:42.469,2011/10/03 13:44:21.261,7000,2011/10/01 08:10:30.287,11201
66,173694,O_SELECTED,2011/10/03 13:44:17.619,2011/10/03 13:44:17.619,7000,2011/10/01 08:10:30.287,11201
67,173694,O_CANCELLED,2011/10/03 13:44:17.619,2011/10/03 13:44:17.619,7000,2011/10/01 08:10:30.287,11201
68,173694,O_CREATED,2011/10/03 13:44:19.671,2011/10/03 13:44:19.671,7000,2011/10/01 08:10:30.287,11201
69,173694,O_SENT,2011/10/03 13:44:19.719,2011/10/03 13:44:19.719,7000,2011/10/01 08:10:30.287,11201
70,173694,O_SENT,2011/10/03 13:44:19.719,2011/10/03 13:44:19.719,7000,2011/10/01 08:10:30.287,11201
71,173694,W_Nabellen offertes,2011/10/10 16:46:59.853,2011/10/10 16:47:18.803,7000,2011/10/01 08:10:30.287,11201
72,173694,W_Nabellen offertes,2011/10/10 19:29:54.155,2011/10/10 19:34:36.027,7000,2011/10/01 08:10:30.287,11119
73,173694,W_Nabellen offertes,2011/10/14 18:15:44.625,2011/10/14 18:16:42.245,7000,2011/10/01 08:10:30.287,10912
74,173694,W_Nabellen offertes,2011/10/17 19:41:28.395,2011/10/17 19:43:57.774,7000,2011/10/01 08:10:30.287,10861
75,173694,O_SELECTED,2011/10/17 19:43:53.587,2011/10/17 19:43:53.587,7000,2011/10/01 08:10:30.287,10861
76,173694,O_CANCELLED,2011/10/17 19:43:53.587,2011/10/17 19:43:53.587,7000,2011/10/01 08:10:30.287,10861
77,173694,O_CREATED,2011/10/17 19:43:55.219,2011/10/17 19:43:55.219,7000,2011/10/01 08:10:30.287,10861
78,173694,O_SENT,2011/10/17 19:43:55.387,2011/10/17 19:43:55.387,7000,2011/10/01 08:10:30.287,10861
79,173694,O_SENT,2011/10/17 19:43:55.387,2011/10/17 19:43:55.387,7000,2011/10/01 08:10:30.287,10861
80,173694,W_Nabellen offertes,2011/10/25 10:46:08.191,2011/10/25 10:50:48.186,7000,2011/10/01 08:10:30.287,10861
81,173694,W_Nabellen offertes,2011/10/26 18:48:57.136,2011/10/26 18:50:22.004,7000,2011/10/01 08:10:30.287,11203
82,173694,W_Nabellen offertes,2011/10/29 12:39:08.212,2011/10/29 12:41:29.569,7000,2011/10/01 08:10:30.287,11181
83,173694,W_Nabellen offertes,2011/11/01 14:54:40.128,2011/11/01 14:55:35.020,7000,2011/10/01 08:10:30.287,11189
84,173694,W_Nabellen offertes,2011/11/01 17:16:31.149,2011/11/01 17:21:02.356,7000,2011/10/01 08:10:30.287,11119
85,173694,W_Nabellen offertes,2011/11/02 09:11:44.251,2011/11/02 09:15:18.683,7000,2011/10/01 08:10:30.287,11049
86,173694,O_SENT_BACK,2011/11/02 09:15:16.203,2011/11/02 09:15:16.203,7000,2011/10/01 08:10:30.287,11049
87,173694,O_SENT_BACK,2011/11/02 09:15:16.203,2011/11/02 09:15:16.203,7000,2011/10/01 08:10:30.287,11049
88,173694,W_Valideren aanvraag,2011/11/04 15:24:21.954,2011/11/04 16:05:01.532,7000,2011/10/01 08:10:30.287,10609
89,173694,O_ACCEPTED,2011/11/04 16:04:52.611,2011/11/04 16:04:52.611,7000,2011/10/01 08:10:30.287,10609
90,173694,A_APPROVED,2011/11/04 16:04:52.612,2011/11/04 16:04:52.612,7000,2011/10/01 08:10:30.287,10609
91,173694,A_REGISTERED,2011/11/04 16:04:52.612,2011/11/04 16:04:52.612,7000,2011/10/01 08:10:30.287,10609
92,173694,A_ACTIVATED,2011/11/04 16:04:52.612,2011/11/04 16:04:52.612,7000,2011/10/01 08:10:30.287,10609
93,173694,A_ACTIVATED,2011/11/04 16:04:52.612,2011/11/04 16:04:52.612,7000,2011/10/01 08:10:30.287,10609
94,173697,A_SUBMITTED,2011/10/01 08:11:08.866,2011/10/01 08:11:08.866,15000,2011/10/01 08:11:08.865,112
95,173697,A_PARTLYSUBMITTED,2011/10/01 08:11:09.035,2011/10/01 08:11:09.035,15000,2011/10/01 08:11:08.865,112
96,173697,A_DECLINED,2011/10/01 08:11:46.420,2011/10/01 08:11:46.420,15000,2011/10/01 08:11:08.865,112
97,173700,A_SUBMITTED,2011/10/01 08:15:39.894,2011/10/01 08:15:39.894,5000,2011/10/01 08:15:39.894,112
98,173700,A_PARTLYSUBMITTED,2011/10/01 08:15:40.102,2011/10/01 08:15:40.102,5000,2011/10/01 08:15:39.894,112
99,173700,A_DECLINED,2011/10/01 08:16:21.037,2011/10/01 08:16:21.037,5000,2011/10/01 08:15:39.894,112
100,173703,A_SUBMITTED,2011/10/01 09:45:25.806,2011/10/01 09:45:25.806,13500,2011/10/01 09:45:25.806,112
101,173703,A_PARTLYSUBMITTED,2011/10/01 09:45:25.981,2011/10/01 09:45:25.981,13500,2011/10/01 09:45:25.806,112
102,173703,A_PREACCEPTED,2011/10/01 09:46:18.211,2011/10/01 09:46:18.211,13500,2011/10/01 09:45:25.806,112
103,173703,A_PREACCEPTED,2011/10/01 09:46:18.211,2011/10/01 09:46:18.211,13500,2011/10/01 09:45:25.806,112
104,173703,W_Completeren aanvraag,2011/10/01 11:37:46.748,2011/10/01 11:40:24.141,13500,2011/10/01 09:45:25.806,10912
105,173703,W_Completeren aanvraag,2011/10/01 12:40:26.958,2011/10/01 13:02:12.557,13500,2011/10/01 09:45:25.806,10912
106,173703,A_CANCELLED,2011/10/01 13:02:11.068,2011/10/01 13:02:11.068,13500,2011/10/01 09:45:25.806,10912
107,173706,A_SUBMITTED,2011/10/01 09:45:37.274,2011/10/01 09:45:37.274,18000,2011/10/01 09:45:37.274,112
108,173706,A_PARTLYSUBMITTED,2011/10/01 09:45:37.363,2011/10/01 09:45:37.363,18000,2011/10/01 09:45:37.274,112
109,173706,A_PARTLYSUBMITTED,2011/10/01 09:45:37.363,2011/10/01 09:45:37.363,18000,2011/10/01 09:45:37.274,112
110,173706,W_Afhandelen leads,2011/10/01 10:15:43.883,2011/10/01 10:16:49.843,18000,2011/10/01 09:45:37.274,10912
111,173706,A_PREACCEPTED,2011/10/01 10:16:48.956,2011/10/01 10:16:48.956,18000,2011/10/01 09:45:37.274,10912
112,173706,A_PREACCEPTED,2011/10/01 10:16:48.956,2011/10/01 10:16:48.956,18000,2011/10/01 09:45:37.274,10912
113,173706,W_Completeren aanvraag,2011/10/01 11:49:28.183,2011/10/01 11:50:14.483,18000,2011/10/01 09:45:37.274,10912
114,173706,W_Completeren aanvraag,2011/10/01 11:50:21.451,2011/10/01 11:53:55.769,18000,2011/10/01 09:45:37.274,10912
115,173706,W_Completeren aanvraag,2011/10/01 14:50:26.172,2011/10/01 15:00:02.537,18000,2011/10/01 09:45:37.274,10912
116,173706,A_DECLINED,2011/10/01 14:59:58.557,2011/10/01 14:59:58.557,18000,2011/10/01 09:45:37.274,11111
117,173709,A_SUBMITTED,2011/10/01 09:57:42.994,2011/10/01 09:57:42.994,11000,2011/10/01 09:57:42.994,112
118,173709,A_PARTLYSUBMITTED,2011/10/01 09:57:43.182,2011/10/01 09:57:43.182,11000,2011/10/01 09:57:42.994,112
119,173709,A_PREACCEPTED,2011/10/01 09:58:27.038,2011/10/01 09:58:27.038,11000,2011/10/01 09:57:42.994,112
120,173709,A_PREACCEPTED,2011/10/01 09:58:27.038,2011/10/01 09:58:27.038,11000,2011/10/01 09:57:42.994,112
121,173709,W_Completeren aanvraag,2011/10/01 10:26:42.203,2011/10/01 10:27:07.853,11000,2011/10/01 09:57:42.994,10912
122,173709,W_Completeren aanvraag,2011/10/01 11:40:40.141,2011/10/01 11:43:02.623,11000,2011/10/01 09:57:42.994,10912
123,173709,W_Completeren aanvraag,2011/10/10 17:42:24.738,2011/10/10 17:43:13.290,11000,2011/10/01 09:57:42.994,10982
124,173709,W_Completeren aanvraag,2011/11/01 09:15:08.331,2011/11/01 09:15:08.331,11000,2011/10/01 09:57:42.994,10982
125,173709,A_CANCELLED,2011/11/01 09:15:08.387,2011/11/01 09:15:08.387,11000,2011/10/01 09:57:42.994,112
126,173712,A_SUBMITTED,2011/10/01 09:58:30.533,2011/10/01 09:58:30.533,30000,2011/10/01 09:58:30.533,112
127,173712,A_PARTLYSUBMITTED,2011/10/01 09:58:30.678,2011/10/01 09:58:30.678,30000,2011/10/01 09:58:30.533,112
128,173712,A_PARTLYSUBMITTED,2011/10/01 09:58:30.678,2011/10/01 09:58:30.678,30000,2011/10/01 09:58:30.533,112
129,173712,W_Afhandelen leads,2011/10/01 10:08:36.700,2011/10/01 10:10:25.759,30000,2011/10/01 09:58:30.533,10912
130,173712,A_PREACCEPTED,2011/10/01 10:10:24.737,2011/10/01 10:10:24.737,30000,2011/10/01 09:58:30.533,10912
131,173712,A_PREACCEPTED,2011/10/01 10:10:24.737,2011/10/01 10:10:24.737,30000,2011/10/01 09:58:30.533,10912
132,173712,W_Completeren aanvraag,2011/10/01 12:59:13.844,2011/10/01 13:03:35.216,30000,2011/10/01 09:58:30.533,11019
133,173712,W_Completeren aanvraag,2011/10/03 11:16:05.035,2011/10/03 11:17:29.105,30000,2011/10/01 09:58:30.533,11180
134,173712,W_Completeren aanvraag,2011/10/03 14:39:34.962,2011/10/03 14:42:55.584,30000,2011/10/01 09:58:30.533,11180
135,173712,A_CANCELLED,2011/10/03 14:42:53.820,2011/10/03 14:42:53.820,30000,2011/10/01 09:58:30.533,11180
136,173715,A_SUBMITTED,2011/10/01 09:59:10.501,2011/10/01 09:59:10.501,45000,2011/10/01 09:59:10.501,112
137,173715,A_PARTLYSUBMITTED,2011/10/01 09:59:10.789,2011/10/01 09:59:10.789,45000,2011/10/01 09:59:10.501,112
138,173715,A_PREACCEPTED,2011/10/01 09:59:42.704,2011/10/01 09:59:42.704,45000,2011/10/01 09:59:10.501,112
139,173715,A_PREACCEPTED,2011/10/01 09:59:42.704,2011/10/01 09:59:42.704,45000,2011/10/01 09:59:10.501,112
140,173715,W_Completeren aanvraag,2011/10/01 11:44:00.187,2011/10/01 11:46:06.342,45000,2011/10/01 09:59:10.501,112
141,173715,W_Completeren aanvraag,2011/10/01 12:18:51.701,2011/10/01 12:30:24.155,45000,2011/10/01 09:59:10.501,10912
142,173715,A_ACCEPTED,2011/10/01 12:24:32.787,2011/10/01 12:24:32.787,45000,2011/10/01 09:59:10.501,10912
143,173715,O_SELECTED,2011/10/01 12:30:20.556,2011/10/01 12:30:20.556,45000,2011/10/01 09:59:10.501,10912
144,173715,A_FINALIZED,2011/10/01 12:30:20.556,2011/10/01 12:30:20.556,45000,2011/10/01 09:59:10.501,10912
145,173715,O_CREATED,2011/10/01 12:30:21.780,2011/10/01 12:30:21.780,45000,2011/10/01 09:59:10.501,10912
146,173715,O_SENT,2011/10/01 12:30:21.806,2011/10/01 12:30:21.806,45000,2011/10/01 09:59:10.501,10912
147,173715,O_SENT,2011/10/01 12:30:21.806,2011/10/01 12:30:21.806,45000,2011/10/01 09:59:10.501,10912
148,173715,W_Nabellen offertes,2011/10/08 16:35:18.821,2011/10/08 16:38:17.372,45000,2011/10/01 09:59:10.501,10913
149,173715,W_Nabellen offertes,2011/10/10 12:53:54.726,2011/10/10 12:54:04.785,45000,2011/10/01 09:59:10.501,10899
150,173715,O_SENT_BACK,2011/10/10 12:54:03.401,2011/10/10 12:54:03.401,45000,2011/10/01 09:59:10.501,10899
151,173715,O_SENT_BACK,2011/10/10 12:54:03.401,2011/10/10 12:54:03.401,45000,2011/10/01 09:59:10.501,10899
152,173715,W_Valideren aanvraag,2011/10/13 11:00:48.597,2011/10/13 11:05:28.082,45000,2011/10/01 09:59:10.501,10138
153,173715,A_DECLINED,2011/10/13 11:05:24.620,2011/10/13 11:05:24.620,45000,2011/10/01 09:59:10.501,10138
154,173715,O_DECLINED,2011/10/13 11:05:24.620,2011/10/13 11:05:24.620,45000,2011/10/01 09:59:10.501,10138
155,173718,A_SUBMITTED,2011/10/01 10:37:39.363,2011/10/01 10:37:39.363,15000,2011/10/01 10:37:39.362,112
156,173718,A_PARTLYSUBMITTED,2011/10/01 10:37:39.657,2011/10/01 10:37:39.657,15000,2011/10/01 10:37:39.362,112
157,173718,A_PREACCEPTED,2011/10/01 10:38:20.967,2011/10/01 10:38:20.967,15000,2011/10/01 10:37:39.362,112
158,173718,A_PREACCEPTED,2011/10/01 10:38:20.967,2011/10/01 10:38:20.967,15000,2011/10/01 10:37:39.362,112
159,173718,W_Completeren aanvraag,2011/10/01 10:38:48.454,2011/10/01 10:44:43.954,15000,2011/10/01 10:37:39.362,112
160,173718,A_ACCEPTED,2011/10/01 10:42:21.977,2011/10/01 10:42:21.977,15000,2011/10/01 10:37:39.362,10862
161,173718,A_FINALIZED,2011/10/01 10:44:40.725,2011/10/01 10:44:40.725,15000,2011/10/01 10:37:39.362,10862
162,173718,O_SELECTED,2011/10/01 10:44:40.725,2011/10/01 10:44:40.725,15000,2011/10/01 10:37:39.362,10862
163,173718,O_CREATED,2011/10/01 10:44:42.707,2011/10/01 10:44:42.707,15000,2011/10/01 10:37:39.362,10862
164,173718,O_SENT,2011/10/01 10:44:42.734,2011/10/01 10:44:42.734,15000,2011/10/01 10:37:39.362,10862
165,173718,O_SENT,2011/10/01 10:44:42.734,2011/10/01 10:44:42.734,15000,2011/10/01 10:37:39.362,10862
166,173718,W_Nabellen offertes,2011/10/01 10:44:54.041,2011/10/01 10:44:58.974,15000,2011/10/01 10:37:39.362,10862
167,173718,W_Nabellen offertes,2011/10/01 10:45:27.286,2011/10/01 10:46:56.631,15000,2011/10/01 10:37:39.362,10862
168,173718,O_SELECTED,2011/10/01 10:46:52.915,2011/10/01 10:46:52.915,15000,2011/10/01 10:37:39.362,10862
169,173718,O_CANCELLED,2011/10/01 10:46:52.915,2011/10/01 10:46:52.915,15000,2011/10/01 10:37:39.362,10862
170,173718,O_CREATED,2011/10/01 10:46:54.210,2011/10/01 10:46:54.210,15000,2011/10/01 10:37:39.362,10862
171,173718,O_SENT,2011/10/01 10:46:54.233,2011/10/01 10:46:54.233,15000,2011/10/01 10:37:39.362,10862
172,173718,O_SENT,2011/10/01 10:46:54.233,2011/10/01 10:46:54.233,15000,2011/10/01 10:37:39.362,10862
173,173718,W_Nabellen offertes,2011/10/01 10:47:14.211,2011/10/01 10:50:20.533,15000,2011/10/01 10:37:39.362,10862
174,173718,W_Nabellen offertes,2011/10/01 10:50:29.475,2011/10/01 10:50:34.704,15000,2011/10/01 10:37:39.362,10862
175,173718,W_Nabellen offertes,2011/10/08 16:29:16.320,2011/10/08 16:31:37.972,15000,2011/10/01 10:37:39.362,11002
176,173718,W_Nabellen offertes,2011/10/10 10:54:21.749,2011/10/10 10:55:07.452,15000,2011/10/01 10:37:39.362,11049
177,173718,O_SENT_BACK,2011/10/10 10:55:04.984,2011/10/10 10:55:04.984,15000,2011/10/01 10:37:39.362,11049
178,173718,O_SENT_BACK,2011/10/10 10:55:04.984,2011/10/10 10:55:04.984,15000,2011/10/01 10:37:39.362,11049
179,173718,W_Valideren aanvraag,2011/10/13 12:09:25.043,2011/10/13 12:36:12.529,15000,2011/10/01 10:37:39.362,10629
180,173718,W_Valideren aanvraag,2011/10/13 12:09:25.043,2011/10/13 12:36:12.529,15000,2011/10/01 10:37:39.362,10629
181,173718,W_Nabellen incomplete dossiers,2011/10/13 13:01:57.802,2011/10/13 13:05:42.290,15000,2011/10/01 10:37:39.362,10629
182,173718,W_Nabellen incomplete dossiers,2011/10/13 13:52:13.304,2011/10/13 13:53:16.314,15000,2011/10/01 10:37:39.362,10629
183,173718,W_Nabellen incomplete dossiers,2011/10/13 16:51:40.072,2011/10/13 17:12:01.909,15000,2011/10/01 10:37:39.362,11122
184,173718,W_Nabellen incomplete dossiers,2011/10/13 17:12:16.147,2011/10/13 17:14:13.926,15000,2011/10/01 10:37:39.362,11122
185,173718,W_Nabellen incomplete dossiers,2011/10/13 17:14:15.943,2011/10/13 17:14:26.112,15000,2011/10/01 10:37:39.362,11122
186,173718,W_Nabellen incomplete dossiers,2011/10/15 15:13:04.199,2011/10/15 15:17:31.488,15000,2011/10/01 10:37:39.362,10913
187,173718,W_Nabellen incomplete dossiers,2011/10/15 16:56:05.635,2011/10/15 16:56:14.624,15000,2011/10/01 10:37:39.362,10913
188,173718,W_Nabellen incomplete dossiers,2011/10/17 13:31:52.506,2011/10/17 13:32:51.911,15000,2011/10/01 10:37:39.362,10913
189,173718,W_Nabellen incomplete dossiers,2011/10/17 14:28:20.987,2011/10/17 14:28:36.881,15000,2011/10/01 10:37:39.362,10913
190,173718,W_Nabellen incomplete dossiers,2011/10/18 16:14:48.278,2011/10/18 16:46:24.246,15000,2011/10/01 10:37:39.362,10889
191,173718,W_Nabellen incomplete dossiers,2011/10/18 17:23:36.468,2011/10/18 17:46:34.802,15000,2011/10/01 10:37:39.362,11002
192,173718,W_Nabellen incomplete dossiers,2011/10/18 17:23:36.468,2011/10/18 17:46:34.802,15000,2011/10/01 10:37:39.362,11002
193,173718,W_Valideren aanvraag,2011/10/19 08:40:06.443,2011/10/19 08:53:21.372,15000,2011/10/01 10:37:39.362,10972
194,173718,W_Valideren aanvraag,2011/10/19 08:40:06.443,2011/10/19 08:53:21.372,15000,2011/10/01 10:37:39.362,10972
195,173718,W_Nabellen incomplete dossiers,2011/10/19 09:04:40.593,2011/10/19 09:17:01.695,15000,2011/10/01 10:37:39.362,10972
196,173718,W_Nabellen incomplete dossiers,2011/10/19 09:17:06.228,2011/10/19 09:24:19.095,15000,2011/10/01 10:37:39.362,10972
197,173718,W_Nabellen incomplete dossiers,2011/10/20 09:30:20.104,2011/10/20 09:30:32.963,15000,2011/10/01 10:37:39.362,11049
198,173718,W_Nabellen incomplete dossiers,2011/10/24 15:18:56.928,2011/10/24 15:24:55.532,15000,2011/10/01 10:37:39.362,11121
199,173718,W_Nabellen incomplete dossiers,2011/10/26 08:11:48.012,2011/10/26 08:12:38.415,15000,2011/10/01 10:37:39.362,11121
200,173718,W_Nabellen incomplete dossiers,2011/10/26 08:11:48.012,2011/10/26 08:12:38.415,15000,2011/10/01 10:37:39.362,11121
201,173718,W_Valideren aanvraag,2011/10/27 09:02:10.475,2011/10/27 09:18:01.790,15000,2011/10/01 10:37:39.362,10972
202,173718,O_ACCEPTED,2011/10/27 09:17:53.327,2011/10/27 09:17:53.327,15000,2011/10/01 10:37:39.362,10972
203,173718,A_APPROVED,2011/10/27 09:17:53.327,2011/10/27 09:17:53.327,15000,2011/10/01 10:37:39.362,10972
204,173718,A_REGISTERED,2011/10/27 09:17:53.328,2011/10/27 09:17:53.328,15000,2011/10/01 10:37:39.362,10972
205,173718,A_ACTIVATED,2011/10/27 09:17:53.328,2011/10/27 09:17:53.328,15000,2011/10/01 10:37:39.362,10972
206,173721,A_SUBMITTED,2011/10/01 11:07:34.279,2011/10/01 11:07:34.279,9000,2011/10/01 11:07:34.279,112
207,173721,A_PARTLYSUBMITTED,2011/10/01 11:07:34.928,2011/10/01 11:07:34.928,9000,2011/10/01 11:07:34.279,112
208,173721,A_PREACCEPTED,2011/10/01 11:08:17.093,2011/10/01 11:08:17.093,9000,2011/10/01 11:07:34.279,112
